Адрес,Цена,Тип предложения,Площадь участка,Правоустанавливающие документы,Возможность ипотеки,Возможность обмена,Широта,Долгота,Местоположение,Разное,Возможность рассрочки,Состояние,Кол-во этажей,Интернет,Канализация,Питьевая вода,Электричество,Газ,Мебель,Санузел,Пол,Cвет,Отопление,"Площадь, кв.м","Стоимость, доллар США за 1 кв.м",Город,Село
"Бишкек, Мед. академия, Советская/Ахунбаева",350000,агент,4.0,"технический паспорт,                                             красная книга",1.0,с доплатой покупателя,42.8444,74.6088,город,"огорожен,                                             госакт,                                             удобно под коммерцию,                                             дом,                                             ровный,                                             удобный въезд,                                             все документы",нет,,,1,1,1,0,1,0,0,0,1,1,400.0,875.0,Бишкек,False
с. Кой-Таш,78500,агент,8.0,"договор купли-продажи,                                             технический паспорт,                                             красная книга",0.0,обмен не предлагать,42.7265,74.6616,город,"хозпостройки,                                             огорожен,                                             госакт,                                             удобно под коммерцию,                                             удобный въезд,                                             все документы",нет,,,1,1,1,0,0,0,0,0,1,1,800.0,98.125,с. Кой-Таш,False
"Бишкек, Горького/Кара Дарыя",1550000,агент,39.0,"договор купли-продажи,                                             технический паспорт,                                             красная книга",1.0,обмен не предлагать,42.8563,74.6278,город,"хозпостройки,                                             огорожен,                                             госакт,                                             удобно под коммерцию,                                             удобный въезд,                                             все документы",нет,,,0,1,1,0,1,0,0,0,1,1,3900.0,397.43589743589746,Бишкек,False
с. Байтик,350000,агент,133.0,"технический паспорт,                                             красная книга",,,42.7438,74.5497,,,,,,0,0,0,0,0,0,0,0,0,0,13300.0,26.31578947368421,с. Байтик,False
"Джалал-Абад, 2  Жаны Арал",36000,собственник,6.0,,,,40.9598,73.0043,город,,,,,0,0,1,0,0,0,0,0,1,0,600.0,60.0,Джалал-Абад,False
"Бишкек, Арча-Бешик ж/м",115000,агент,5.0,,,,42.8378,74.5356,,,,,,0,1,0,0,0,0,0,0,1,0,500.0,230.0,Бишкек,False
"Бишкек, Матросова, ахунбаева/карла маркса",460000,агент,4.5,красная книга,,,42.8449,74.6202,,,,,,0,0,0,0,0,0,0,0,0,0,450.0,1022.2222222222222,Бишкек,False
"Бишкек, БГУ",62000,агент,3.0,,,,42.8485,74.5789,,,,,,0,0,0,0,0,0,0,0,0,0,300.0,206.66666666666666,Бишкек,False
Бишкек,1800000,агент,155.0,,,,42.8648,74.526,,,,,,0,0,0,0,0,0,0,0,0,0,15500.0,116.12903225806451,Бишкек,False
"Бишкек, Кок-Жар ж/м",28000,агент,2.0,,,,42.8355,74.6481,,,,,,0,0,0,0,0,0,0,0,0,0,200.0,140.0,Бишкек,False
Бишкек,37500,агент,4.0,,,,42.8247,74.5046,,,,,,0,0,0,0,0,0,0,0,0,0,400.0,93.75,Бишкек,False
"Бишкек, Мед. академия",351000,агент,4.0,"технический паспорт,                                             красная книга",1.0,обмен не предлагать,42.8421,74.6085,,,нет,,,0,0,0,0,0,0,0,0,0,0,400.0,877.5,Бишкек,False
с. Маевка,4385000,агент,877.0,,,рассмотрю варианты,42.9214,74.5607,,,,,,0,0,0,0,0,0,0,0,0,0,87700.0,50.0,с. Маевка,False
"Бишкек, Ак-Орго ж/м, алтын казык 1/ахунбаева",55000,агент,10.0,"технический паспорт,                                             красная книга,                                             зеленая книга",,,42.8465,74.5181,,"дом,                                             все документы",,,,0,0,0,0,0,0,0,0,0,0,1000.0,55.0,Бишкек,False
"Бишкек, Рухий Мурас ж/м",140000,агент,16.0,,,,42.8531,74.7004,,,,,,0,0,0,0,0,0,0,0,0,0,1600.0,87.5,Бишкек,False
"Бишкек, Кара-Жыгач ж/м",135000,агент,6.0,,,,42.8595,74.6592,,,,,,0,0,0,0,0,0,0,0,0,0,600.0,225.0,Бишкек,False
Лебединовка,900000,агент,146.0,,,,42.8937,74.685,,,,,,0,0,0,0,0,0,0,0,0,0,14600.0,61.64383561643836,Лебединовка,False
с. Новопокровка,450000,агент,45.0,,,,42.8688,74.7427,,,,,,0,0,0,0,0,0,0,0,0,0,4500.0,100.0,с. Новопокровка,False
"Бишкек, Ынтымак ж/м",550000,агент,25.0,,,,42.8133,74.5737,,,,,,0,0,0,0,0,0,0,0,0,0,2500.0,220.0,Бишкек,False
"Бишкек, Душанбинка",43000,агент,14.8,,,рассмотрю варианты,42.8507,74.5922,трасса,,,,,0,0,0,0,0,0,0,0,0,0,1480.0,29.054054054054053,Бишкек,False
"Бишкек, Кок-Жар ж/м, кой таш",78500,агент,8.0,,,,42.835,74.6395,,,,,,0,0,0,0,0,0,0,0,0,0,800.0,98.125,Бишкек,False
"Бишкек, Ак-Ордо ж/м, Э. Иманалиева/Эркин-Тоо",39000,агент,5.0,,,,42.8529,74.4803,пригород,"времянка,                                             удобный въезд,                                             все документы",,,,0,0,1,0,0,0,0,0,0,0,500.0,78.0,Бишкек,False
"Сокулук, Чат Куль",105000,агент,35.0,"технический паспорт,                                             красная книга",1.0,рассмотрю варианты,42.8561,74.2715,,"фундамент,                                             хозпостройки,                                             огорожен,                                             удобно под коммерцию,                                             дом,                                             времянка,                                             удобный въезд,                                             все документы",,,,1,1,1,0,0,0,0,0,1,1,3500.0,30.0,Сокулук,False
Бишкек,1550000,агент,39.0,,,,42.8554,74.6314,,,,,,0,0,0,0,0,0,0,0,0,0,3900.0,397.43589743589746,Бишкек,False
с. Байтик,252000,агент,1300.0,"технический паспорт,                                             красная книга",,,42.7365,74.5509,,времянка,,,,0,0,0,0,0,0,0,0,0,0,130000.0,1.9384615384615385,с. Байтик,False
с. Садовое (Московский р-н),78500,агент,280.0,красная книга,0.0,обмен не предлагать,42.853,74.1964,,,нет,,,0,0,0,0,0,0,0,0,0,0,28000.0,2.8035714285714284,с. Садовое (Московский р-н),False
"Бишкек, Ак-Орго ж/м",78000,агент,10.0,"технический паспорт,                                             красная книга,                                             зеленая книга",,,42.8466,74.5181,,дом,,,,0,0,0,0,0,0,0,0,0,0,1000.0,78.0,Бишкек,False
